cnty_fips,County,State,Value,theme_range
45067,Marion,SC,268.7,220.9 - 568.7 (640)
45069,Marlboro,SC,383.9,220.9 - 568.7 (640)
45071,Newberry,SC,189.8,169.5 - 190.3 (639)
45073,Oconee,SC,177.4,169.5 - 190.3 (639)
45075,Orangeburg,SC,180,169.5 - 190.3 (639)
45077,Pickens,SC,193.1,190.4 - 220.8 (640)
45079,Richland,SC,174.4,169.5 - 190.3 (639)
45081,Saluda,SC,178.3,169.5 - 190.3 (639)
45083,Spartanburg,SC,195,190.4 - 220.8 (640)
45085,Sumter,SC,200.2,190.4 - 220.8 (640)
45087,Union,SC,262.1,220.9 - 568.7 (640)
45089,Williamsburg,SC,231.8,220.9 - 568.7 (640)
45091,York,SC,152,147 - 169.4 (640)
46003,Aurora,SD,160.3,147 - 169.4 (640)
46005,Beadle,SD,142.9,56.2 - 146.9 (641)
46007,Bennett,SD,192.3,190.4 - 220.8 (640)
46009,Bon Homme,SD,162.5,147 - 169.4 (640)
46011,Brookings,SD,144.3,56.2 - 146.9 (641)
46013,Brown,SD,143.5,56.2 - 146.9 (641)
46015,Brule,SD,153.2,147 - 169.4 (640)
46017,Buffalo,SD,131.6,56.2 - 146.9 (641)
46019,Butte,SD,175,169.5 - 190.3 (639)
46021,Campbell,SD,174.9,169.5 - 190.3 (639)
46023,Charles Mix,SD,151.6,147 - 169.4 (640)
46025,Clark,SD,148.9,147 - 169.4 (640)
46027,Clay,SD,255.4,220.9 - 568.7 (640)
46029,Codington,SD,148.6,147 - 169.4 (640)
46031,Corson,SD,309.9,220.9 - 568.7 (640)
46033,Custer,SD,147.7,147 - 169.4 (640)
46035,Davison,SD,176,169.5 - 190.3 (639)
46037,Day,SD,143.9,56.2 - 146.9 (641)
46039,Deuel,SD,143.2,56.2 - 146.9 (641)
46041,Dewey,SD,244.2,220.9 - 568.7 (640)
46043,Douglas,SD,172.5,169.5 - 190.3 (639)
46045,Edmunds,SD,137.2,56.2 - 146.9 (641)
46047,Fall River,SD,213.9,190.4 - 220.8 (640)
46049,Faulk,SD,137.9,56.2 - 146.9 (641)
46051,Grant,SD,145.3,56.2 - 146.9 (641)
46053,Gregory,SD,164.7,147 - 169.4 (640)
46055,Haakon,SD,150.1,147 - 169.4 (640)
46057,Hamlin,SD,150.1,147 - 169.4 (640)
46059,Hand,SD,141.1,56.2 - 146.9 (641)
46061,Hanson,SD,186.1,169.5 - 190.3 (639)
46063,Harding,SD,146.7,56.2 - 146.9 (641)
46065,Hughes,SD,124.6,56.2 - 146.9 (641)
46067,Hutchinson,SD,173,169.5 - 190.3 (639)
46069,Hyde,SD,130.6,56.2 - 146.9 (641)
46071,Jackson,SD,165.5,147 - 169.4 (640)
46073,Jerauld,SD,134.8,56.2 - 146.9 (641)
46075,Jones,SD,140.1,56.2 - 146.9 (641)
46077,Kingsbury,SD,148.3,147 - 169.4 (640)
46079,Lake,SD,149.2,147 - 169.4 (640)
46081,Lawrence,SD,142.4,56.2 - 146.9 (641)
46083,Lincoln,SD,98.3,56.2 - 146.9 (641)
46085,Lyman,SD,145,56.2 - 146.9 (641)
46087,McCook,SD,156.6,147 - 169.4 (640)
46089,McPherson,SD,170.3,169.5 - 190.3 (639)
46091,Marshall,SD,143.3,56.2 - 146.9 (641)
46093,Meade,SD,146.4,56.2 - 146.9 (641)
46095,Mellette,SD,178.1,169.5 - 190.3 (639)
46097,Miner,SD,168.1,147 - 169.4 (640)
46099,Minnehaha,SD,145.7,56.2 - 146.9 (641)
46101,Moody,SD,144.2,56.2 - 146.9 (641)
46103,Pennington,SD,146,56.2 - 146.9 (641)
46105,Perkins,SD,154.3,147 - 169.4 (640)
46107,Potter,SD,143.8,56.2 - 146.9 (641)
46109,Roberts,SD,148.4,147 - 169.4 (640)
46111,Sanborn,SD,165.4,147 - 169.4 (640)
46113,Shannon,SD,206.2,190.4 - 220.8 (640)
46115,Spink,SD,139.7,56.2 - 146.9 (641)
46117,Stanley,SD,100.9,56.2 - 146.9 (641)
46119,Sully,SD,119.9,56.2 - 146.9 (641)
46121,Todd,SD,169.8,169.5 - 190.3 (639)
46123,Tripp,SD,164.4,147 - 169.4 (640)
46125,Turner,SD,153.2,147 - 169.4 (640)
46127,Union,SD,152.7,147 - 169.4 (640)
46129,Walworth,SD,172,169.5 - 190.3 (639)
46135,Yankton,SD,178,169.5 - 190.3 (639)
46137,Ziebach,SD,176.8,169.5 - 190.3 (639)
47001,Anderson,TN,193.5,190.4 - 220.8 (640)
47003,Bedford,TN,221.6,220.9 - 568.7 (640)
47005,Benton,TN,264.4,220.9 - 568.7 (640)
47007,Bledsoe,TN,205.3,190.4 - 220.8 (640)
47009,Blount,TN,137.1,56.2 - 146.9 (641)
47011,Bradley,TN,249.9,220.9 - 568.7 (640)
47013,Campbell,TN,227.9,220.9 - 568.7 (640)
47015,Cannon,TN,242.5,220.9 - 568.7 (640)
47017,Carroll,TN,314.4,220.9 - 568.7 (640)
47019,Carter,TN,201.8,190.4 - 220.8 (640)
47021,Cheatham,TN,205.9,190.4 - 220.8 (640)
47023,Chester,TN,212.7,190.4 - 220.8 (640)
47025,Claiborne,TN,249.2,220.9 - 568.7 (640)
47027,Clay,TN,247,220.9 - 568.7 (640)
47029,Cocke,TN,297.3,220.9 - 568.7 (640)
47031,Coffee,TN,241.2,220.9 - 568.7 (640)
47033,Crockett,TN,311.5,220.9 - 568.7 (640)
47035,Cumberland,TN,190.6,190.4 - 220.8 (640)
47037,Davidson,TN,192.5,190.4 - 220.8 (640)
47039,Decatur,TN,268,220.9 - 568.7 (640)
47041,DeKalb,TN,260.1,220.9 - 568.7 (640)
47043,Dickson,TN,221.6,220.9 - 568.7 (640)
47045,Dyer,TN,248,220.9 - 568.7 (640)
47047,Fayette,TN,205.6,190.4 - 220.8 (640)
47049,Fentress,TN,237.7,220.9 - 568.7 (640)
47051,Franklin,TN,215.8,190.4 - 220.8 (640)
47053,Gibson,TN,249.4,220.9 - 568.7 (640)
47055,Giles,TN,236.7,220.9 - 568.7 (640)
47057,Grainger,TN,196.2,190.4 - 220.8 (640)
47059,Greene,TN,248.2,220.9 - 568.7 (640)
47061,Grundy,TN,263.3,220.9 - 568.7 (640)
47063,Hamblen,TN,192.9,190.4 - 220.8 (640)
47065,Hamilton,TN,185.7,169.5 - 190.3 (639)
47067,Hancock,TN,224.9,220.9 - 568.7 (640)
47069,Hardeman,TN,221.5,220.9 - 568.7 (640)
47071,Hardin,TN,344.5,220.9 - 568.7 (640)
47073,Hawkins,TN,221.5,220.9 - 568.7 (640)
47075,Haywood,TN,229.2,220.9 - 568.7 (640)
47077,Henderson,TN,251.8,220.9 - 568.7 (640)
47079,Henry,TN,252.7,220.9 - 568.7 (640)
47081,Hickman,TN,161.7,147 - 169.4 (640)
47083,Houston,TN,204.9,190.4 - 220.8 (640)
47085,Humphreys,TN,246,220.9 - 568.7 (640)
47087,Jackson,TN,256.6,220.9 - 568.7 (640)
47089,Jefferson,TN,195,190.4 - 220.8 (640)
47091,Johnson,TN,175.9,169.5 - 190.3 (639)
47093,Knox,TN,175,169.5 - 190.3 (639)
47095,Lake,TN,299.1,220.9 - 568.7 (640)
47097,Lauderdale,TN,288.6,220.9 - 568.7 (640)
47099,Lawrence,TN,243.8,220.9 - 568.7 (640)
47101,Lewis,TN,265.4,220.9 - 568.7 (640)
47103,Lincoln,TN,233,220.9 - 568.7 (640)
47105,Loudon,TN,148.2,147 - 169.4 (640)
47107,McMinn,TN,231.7,220.9 - 568.7 (640)
47109,McNairy,TN,299.7,220.9 - 568.7 (640)
47111,Macon,TN,283.9,220.9 - 568.7 (640)
47113,Madison,TN,207.5,190.4 - 220.8 (640)
47115,Marion,TN,237.8,220.9 - 568.7 (640)
47117,Marshall,TN,239.7,220.9 - 568.7 (640)
47119,Maury,TN,168,147 - 169.4 (640)
47121,Meigs,TN,202.6,190.4 - 220.8 (640)
47123,Monroe,TN,188.7,169.5 - 190.3 (639)
47125,Montgomery,TN,191,190.4 - 220.8 (640)
47127,Moore,TN,228.2,220.9 - 568.7 (640)
47129,Morgan,TN,214.9,190.4 - 220.8 (640)
47131,Obion,TN,249,220.9 - 568.7 (640)
47133,Overton,TN,229.3,220.9 - 568.7 (640)
47135,Perry,TN,268.9,220.9 - 568.7 (640)
47137,Pickett,TN,210.9,190.4 - 220.8 (640)
47139,Polk,TN,236,220.9 - 568.7 (640)
47141,Putnam,TN,213.6,190.4 - 220.8 (640)
47143,Rhea,TN,212.7,190.4 - 220.8 (640)
47145,Roane,TN,197.5,190.4 - 220.8 (640)
47147,Robertson,TN,218.8,190.4 - 220.8 (640)
47149,Rutherford,TN,182.8,169.5 - 190.3 (639)
47151,Scott,TN,223.7,220.9 - 568.7 (640)
47153,Sequatchie,TN,196.6,190.4 - 220.8 (640)
47155,Sevier,TN,209,190.4 - 220.8 (640)
47157,Shelby,TN,206.4,190.4 - 220.8 (640)
47159,Smith,TN,204.9,190.4 - 220.8 (640)
47161,Stewart,TN,243.7,220.9 - 568.7 (640)
47163,Sullivan,TN,209.1,190.4 - 220.8 (640)
47165,Sumner,TN,180.8,169.5 - 190.3 (639)
47167,Tipton,TN,218.4,190.4 - 220.8 (640)
47169,Trousdale,TN,199.3,190.4 - 220.8 (640)
47171,Unicoi,TN,241.1,220.9 - 568.7 (640)
47173,Union,TN,202.5,190.4 - 220.8 (640)
47175,Van Buren,TN,231,220.9 - 568.7 (640)
47177,Warren,TN,255.4,220.9 - 568.7 (640)
47179,Washington,TN,212.3,190.4 - 220.8 (640)
47181,Wayne,TN,240.3,220.9 - 568.7 (640)
47183,Weakley,TN,235.3,220.9 - 568.7 (640)
47185,White,TN,227.6,220.9 - 568.7 (640)
47187,Williamson,TN,140.2,56.2 - 146.9 (641)
47189,Wilson,TN,185.2,169.5 - 190.3 (639)
48001,Anderson,TX,267.1,220.9 - 568.7 (640)
48003,Andrews,TX,220.1,190.4 - 220.8 (640)
48005,Angelina,TX,198.1,190.4 - 220.8 (640)
48007,Aransas,TX,182.6,169.5 - 190.3 (639)
48009,Archer,TX,191.4,190.4 - 220.8 (640)
48011,Armstrong,TX,226.8,220.9 - 568.7 (640)
48013,Atascosa,TX,193.5,190.4 - 220.8 (640)
48015,Austin,TX,173.3,169.5 - 190.3 (639)
48017,Bailey,TX,183.7,169.5 - 190.3 (639)
48019,Bandera,TX,174.4,169.5 - 190.3 (639)
48021,Bastrop,TX,174.1,169.5 - 190.3 (639)
48023,Baylor,TX,189,169.5 - 190.3 (639)
48025,Bee,TX,190.7,190.4 - 220.8 (640)
48027,Bell,TX,167.2,147 - 169.4 (640)
48029,Bexar,TX,177.2,169.5 - 190.3 (639)
48031,Blanco,TX,130,56.2 - 146.9 (641)
48033,Borden,TX,221.2,220.9 - 568.7 (640)
48035,Bosque,TX,183.3,169.5 - 190.3 (639)
48037,Bowie,TX,267.2,220.9 - 568.7 (640)
48039,Brazoria,TX,172.7,169.5 - 190.3 (639)
48041,Brazos,TX,164.7,147 - 169.4 (640)
48043,Brewster,TX,156.1,147 - 169.4 (640)
48045,Briscoe,TX,165.9,147 - 169.4 (640)
48047,Brooks,TX,228.9,220.9 - 568.7 (640)
48049,Brown,TX,209.5,190.4 - 220.8 (640)
48051,Burleson,TX,195.4,190.4 - 220.8 (640)
48053,Burnet,TX,142.6,56.2 - 146.9 (641)
48055,Caldwell,TX,168.7,147 - 169.4 (640)
48057,Calhoun,TX,179.6,169.5 - 190.3 (639)
48059,Callahan,TX,210.1,190.4 - 220.8 (640)
48061,Cameron,TX,144.6,56.2 - 146.9 (641)
48063,Camp,TX,213.2,190.4 - 220.8 (640)
48065,Carson,TX,219.8,190.4 - 220.8 (640)
48067,Cass,TX,250,220.9 - 568.7 (640)
48069,Castro,TX,184.4,169.5 - 190.3 (639)
48071,Chambers,TX,190.1,169.5 - 190.3 (639)
48073,Cherokee,TX,243,220.9 - 568.7 (640)
48075,Childress,TX,210,190.4 - 220.8 (640)
48077,Clay,TX,211.8,190.4 - 220.8 (640)
48079,Cochran,TX,192.4,190.4 - 220.8 (640)
48081,Coke,TX,189.4,169.5 - 190.3 (639)
48083,Coleman,TX,205.1,190.4 - 220.8 (640)
48085,Collin,TX,124.9,56.2 - 146.9 (641)
48087,Collingsworth,TX,235.2,220.9 - 568.7 (640)
48089,Colorado,TX,191.3,190.4 - 220.8 (640)
48091,Comal,TX,153.5,147 - 169.4 (640)
48093,Comanche,TX,208.1,190.4 - 220.8 (640)
48095,Concho,TX,170.3,169.5 - 190.3 (639)
48097,Cooke,TX,203.7,190.4 - 220.8 (640)
48099,Coryell,TX,179,169.5 - 190.3 (639)
48101,Cottle,TX,207.4,190.4 - 220.8 (640)
48103,Crane,TX,239.8,220.9 - 568.7 (640)
48105,Crockett,TX,164.2,147 - 169.4 (640)
48107,Crosby,TX,188.9,169.5 - 190.3 (639)
48109,Culberson,TX,185.7,169.5 - 190.3 (639)
48111,Dallam,TX,200.8,190.4 - 220.8 (640)
48113,Dallas,TX,173.1,169.5 - 190.3 (639)
48115,Dawson,TX,194,190.4 - 220.8 (640)
48117,Deaf Smith,TX,187.7,169.5 - 190.3 (639)
48119,Delta,TX,238.3,220.9 - 568.7 (640)
48121,Denton,TX,133,56.2 - 146.9 (641)
48123,DeWitt,TX,197.6,190.4 - 220.8 (640)
48125,Dickens,TX,187.4,169.5 - 190.3 (639)
48127,Dimmit,TX,210.1,190.4 - 220.8 (640)
48129,Donley,TX,229.2,220.9 - 568.7 (640)
48131,Duval,TX,225.1,220.9 - 568.7 (640)
48133,Eastland,TX,215.4,190.4 - 220.8 (640)
48135,Ector,TX,260.9,220.9 - 568.7 (640)
48137,Edwards,TX,159.9,147 - 169.4 (640)
48139,Ellis,TX,176.4,169.5 - 190.3 (639)
48141,El Paso,TX,137.6,56.2 - 146.9 (641)
48143,Erath,TX,197.7,190.4 - 220.8 (640)
48145,Falls,TX,179.9,169.5 - 190.3 (639)
48147,Fannin,TX,248.3,220.9 - 568.7 (640)
48149,Fayette,TX,181.1,169.5 - 190.3 (639)
48151,Fisher,TX,222.5,220.9 - 568.7 (640)
48153,Floyd,TX,187.7,169.5 - 190.3 (639)
48155,Foard,TX,193.2,190.4 - 220.8 (640)
48157,Fort Bend,TX,127.9,56.2 - 146.9 (641)
48159,Franklin,TX,220.7,190.4 - 220.8 (640)
48161,Freestone,TX,214.4,190.4 - 220.8 (640)
48163,Frio,TX,230.8,220.9 - 568.7 (640)
48165,Gaines,TX,184.7,169.5 - 190.3 (639)
48167,Galveston,TX,166.6,147 - 169.4 (640)
48169,Garza,TX,186.4,169.5 - 190.3 (639)
48171,Gillespie,TX,140.5,56.2 - 146.9 (641)
48173,Glasscock,TX,208.2,190.4 - 220.8 (640)
48175,Goliad,TX,173.9,169.5 - 190.3 (639)
48177,Gonzales,TX,180.5,169.5 - 190.3 (639)
48179,Gray,TX,237.7,220.9 - 568.7 (640)
48181,Grayson,TX,180.8,169.5 - 190.3 (639)
48183,Gregg,TX,209.1,190.4 - 220.8 (640)
48185,Grimes,TX,206.1,190.4 - 220.8 (640)
48187,Guadalupe,TX,172.6,169.5 - 190.3 (639)
48189,Hale,TX,188.2,169.5 - 190.3 (639)
48191,Hall,TX,204.3,190.4 - 220.8 (640)
48193,Hamilton,TX,190.7,190.4 - 220.8 (640)
48195,Hansford,TX,224.4,220.9 - 568.7 (640)
48197,Hardeman,TX,214.1,190.4 - 220.8 (640)
48199,Hardin,TX,221.7,220.9 - 568.7 (640)
48201,Harris,TX,163.6,147 - 169.4 (640)
48203,Harrison,TX,192.2,190.4 - 220.8 (640)
48205,Hartley,TX,225,220.9 - 568.7 (640)
48207,Haskell,TX,220.3,190.4 - 220.8 (640)
48209,Hays,TX,130.1,56.2 - 146.9 (641)
48211,Hemphill,TX,187.9,169.5 - 190.3 (639)
48213,Henderson,TX,248.3,220.9 - 568.7 (640)
48215,Hidalgo,TX,145.4,56.2 - 146.9 (641)
48217,Hill,TX,178.5,169.5 - 190.3 (639)
48219,Hockley,TX,188,169.5 - 190.3 (639)
48221,Hood,TX,171.3,169.5 - 190.3 (639)
48223,Hopkins,TX,228.6,220.9 - 568.7 (640)
48225,Houston,TX,217.2,190.4 - 220.8 (640)
48227,Howard,TX,305,220.9 - 568.7 (640)
48229,Hudspeth,TX,137,56.2 - 146.9 (641)
48231,Hunt,TX,230.6,220.9 - 568.7 (640)
48233,Hutchinson,TX,293.2,220.9 - 568.7 (640)
48235,Irion,TX,131.2,56.2 - 146.9 (641)
48237,Jack,TX,230.8,220.9 - 568.7 (640)
48239,Jackson,TX,178.7,169.5 - 190.3 (639)
48241,Jasper,TX,232.2,220.9 - 568.7 (640)
48243,Jeff Davis,TX,145.7,56.2 - 146.9 (641)
48245,Jefferson,TX,226.8,220.9 - 568.7 (640)
48247,Jim Hogg,TX,176.2,169.5 - 190.3 (639)
48249,Jim Wells,TX,254.1,220.9 - 568.7 (640)
48251,Johnson,TX,180.9,169.5 - 190.3 (639)
48253,Jones,TX,241.8,220.9 - 568.7 (640)
48255,Karnes,TX,198.8,190.4 - 220.8 (640)
48257,Kaufman,TX,227.5,220.9 - 568.7 (640)
48259,Kendall,TX,166.2,147 - 169.4 (640)
48261,Kenedy,TX,155.6,147 - 169.4 (640)
48263,Kent,TX,176.7,169.5 - 190.3 (639)
48265,Kerr,TX,155.8,147 - 169.4 (640)
48267,Kimble,TX,153.9,147 - 169.4 (640)
48269,King,TX,200.1,190.4 - 220.8 (640)
48271,Kinney,TX,165.5,147 - 169.4 (640)
48273,Kleberg,TX,221.1,220.9 - 568.7 (640)
48275,Knox,TX,197.8,190.4 - 220.8 (640)
48277,Lamar,TX,239.1,220.9 - 568.7 (640)
48279,Lamb,TX,188.5,169.5 - 190.3 (639)
48281,Lampasas,TX,165.5,147 - 169.4 (640)
48283,La Salle,TX,209.6,190.4 - 220.8 (640)
48285,Lavaca,TX,182.3,169.5 - 190.3 (639)
48287,Lee,TX,169.2,147 - 169.4 (640)
48289,Leon,TX,180.9,169.5 - 190.3 (639)
48291,Liberty,TX,266.1,220.9 - 568.7 (640)
48293,Limestone,TX,190.4,190.4 - 220.8 (640)
48295,Lipscomb,TX,181.9,169.5 - 190.3 (639)
48297,Live Oak,TX,214.4,190.4 - 220.8 (640)
48299,Llano,TX,139.2,56.2 - 146.9 (641)
48301,Loving,TX,214.5,190.4 - 220.8 (640)
48303,Lubbock,TX,190.9,190.4 - 220.8 (640)
48305,Lynn,TX,189.5,169.5 - 190.3 (639)
48307,McCulloch,TX,193.8,190.4 - 220.8 (640)
48309,McLennan,TX,174.8,169.5 - 190.3 (639)
48311,McMullen,TX,173.1,169.5 - 190.3 (639)
48313,Madison,TX,216.5,190.4 - 220.8 (640)
48315,Marion,TX,205.2,190.4 - 220.8 (640)
48317,Martin,TX,244.7,220.9 - 568.7 (640)
48319,Mason,TX,140.6,56.2 - 146.9 (641)
48321,Matagorda,TX,177.1,169.5 - 190.3 (639)
48323,Maverick,TX,170.4,169.5 - 190.3 (639)
48325,Medina,TX,188.1,169.5 - 190.3 (639)
48327,Menard,TX,145.5,56.2 - 146.9 (641)
48329,Midland,TX,176,169.5 - 190.3 (639)
48331,Milam,TX,165.3,147 - 169.4 (640)
48333,Mills,TX,201.3,190.4 - 220.8 (640)
48335,Mitchell,TX,256.2,220.9 - 568.7 (640)
48337,Montague,TX,232.7,220.9 - 568.7 (640)
48339,Montgomery,TX,169,147 - 169.4 (640)
48341,Moore,TX,215,190.4 - 220.8 (640)
48343,Morris,TX,213.3,190.4 - 220.8 (640)
48345,Motley,TX,186.7,169.5 - 190.3 (639)
48347,Nacogdoches,TX,184.7,169.5 - 190.3 (639)
48349,Navarro,TX,204.3,190.4 - 220.8 (640)
48351,Newton,TX,266.6,220.9 - 568.7 (640)
48353,Nolan,TX,246.7,220.9 - 568.7 (640)
48355,Nueces,TX,159.7,147 - 169.4 (640)
48357,Ochiltree,TX,299.6,220.9 - 568.7 (640)
48359,Oldham,TX,211.5,190.4 - 220.8 (640)
48361,Orange,TX,244,220.9 - 568.7 (640)
48363,Palo Pinto,TX,254.8,220.9 - 568.7 (640)
48365,Panola,TX,196.3,190.4 - 220.8 (640)
48367,Parker,TX,170.8,169.5 - 190.3 (639)
48369,Parmer,TX,185.5,169.5 - 190.3 (639)
48371,Pecos,TX,183.3,169.5 - 190.3 (639)
48373,Polk,TX,273.8,220.9 - 568.7 (640)
48375,Potter,TX,240.6,220.9 - 568.7 (640)
48377,Presidio,TX,125.4,56.2 - 146.9 (641)
48379,Rains,TX,228.3,220.9 - 568.7 (640)
48381,Randall,TX,187,169.5 - 190.3 (639)
48383,Reagan,TX,178,169.5 - 190.3 (639)
48385,Real,TX,160.4,147 - 169.4 (640)
48387,Red River,TX,265.4,220.9 - 568.7 (640)
48389,Reeves,TX,215.8,190.4 - 220.8 (640)
48391,Refugio,TX,175.8,169.5 - 190.3 (639)
48393,Roberts,TX,266.7,220.9 - 568.7 (640)
48395,Robertson,TX,197.8,190.4 - 220.8 (640)
48397,Rockwall,TX,147.3,147 - 169.4 (640)
48399,Runnels,TX,191.1,190.4 - 220.8 (640)
48401,Rusk,TX,226.3,220.9 - 568.7 (640)
48403,Sabine,TX,232,220.9 - 568.7 (640)
48405,San Augustine,TX,197,190.4 - 220.8 (640)
48407,San Jacinto,TX,199.9,190.4 - 220.8 (640)
48409,San Patricio,TX,178.2,169.5 - 190.3 (639)
48411,San Saba,TX,151.1,147 - 169.4 (640)
48413,Schleicher,TX,133.7,56.2 - 146.9 (641)
48415,Scurry,TX,158.9,147 - 169.4 (640)
48417,Shackelford,TX,220.2,190.4 - 220.8 (640)
48419,Shelby,TX,234.4,220.9 - 568.7 (640)
48421,Sherman,TX,240.4,220.9 - 568.7 (640)
48423,Smith,TX,223.8,220.9 - 568.7 (640)
48425,Somervell,TX,183.6,169.5 - 190.3 (639)
48427,Starr,TX,179.1,169.5 - 190.3 (639)
48429,Stephens,TX,232.8,220.9 - 568.7 (640)
48431,Sterling,TX,145.2,56.2 - 146.9 (641)
48433,Stonewall,TX,236.8,220.9 - 568.7 (640)
48435,Sutton,TX,152.9,147 - 169.4 (640)
48437,Swisher,TX,183.8,169.5 - 190.3 (639)
48439,Tarrant,TX,159.5,147 - 169.4 (640)
48441,Taylor,TX,206.2,190.4 - 220.8 (640)
48443,Terrell,TX,156,147 - 169.4 (640)
48445,Terry,TX,191,190.4 - 220.8 (640)
48447,Throckmorton,TX,203.2,190.4 - 220.8 (640)
48449,Titus,TX,209.7,190.4 - 220.8 (640)
48451,Tom Green,TX,122.1,56.2 - 146.9 (641)
48453,Travis,TX,119,56.2 - 146.9 (641)
48455,Trinity,TX,236.4,220.9 - 568.7 (640)
48457,Tyler,TX,223.5,220.9 - 568.7 (640)
48459,Upshur,TX,217.7,190.4 - 220.8 (640)
48461,Upton,TX,201,190.4 - 220.8 (640)
48463,Uvalde,TX,173.2,169.5 - 190.3 (639)
48465,Val Verde,TX,152.1,147 - 169.4 (640)
48467,Van Zandt,TX,231.1,220.9 - 568.7 (640)
48469,Victoria,TX,154.6,147 - 169.4 (640)
48471,Walker,TX,146,56.2 - 146.9 (641)
48473,Waller,TX,178.4,169.5 - 190.3 (639)
48475,Ward,TX,236.6,220.9 - 568.7 (640)
48477,Washington,TX,167.6,147 - 169.4 (640)
48479,Webb,TX,145.6,56.2 - 146.9 (641)
48481,Wharton,TX,174.9,169.5 - 190.3 (639)
48483,Wheeler,TX,223.6,220.9 - 568.7 (640)
48485,Wichita,TX,186.1,169.5 - 190.3 (639)
48487,Wilbarger,TX,191.8,190.4 - 220.8 (640)
48489,Willacy,TX,146.5,56.2 - 146.9 (641)
48491,Williamson,TX,112.2,56.2 - 146.9 (641)
48493,Wilson,TX,178.7,169.5 - 190.3 (639)
48495,Winkler,TX,254.7,220.9 - 568.7 (640)
48497,Wise,TX,178.8,169.5 - 190.3 (639)
48499,Wood,TX,222.3,220.9 - 568.7 (640)
48501,Yoakum,TX,186.9,169.5 - 190.3 (639)
48503,Young,TX,230.7,220.9 - 568.7 (640)
48505,Zapata,TX,142.8,56.2 - 146.9 (641)
48507,Zavala,TX,184.7,169.5 - 190.3 (639)
49001,Beaver,UT,154.6,147 - 169.4 (640)
49003,Box Elder,UT,177.5,169.5 - 190.3 (639)
49005,Cache,UT,117.8,56.2 - 146.9 (641)
49007,Carbon,UT,175.6,169.5 - 190.3 (639)
49009,Daggett,UT,138.7,56.2 - 146.9 (641)
49011,Davis,UT,153.3,147 - 169.4 (640)
49013,Duchesne,UT,151.5,147 - 169.4 (640)
49015,Emery,UT,192.6,190.4 - 220.8 (640)
49017,Garfield,UT,102.1,56.2 - 146.9 (641)
49019,Grand,UT,150.4,147 - 169.4 (640)
49021,Iron,UT,180.9,169.5 - 190.3 (639)
49023,Juab,UT,165,147 - 169.4 (640)
49025,Kane,UT,174.2,169.5 - 190.3 (639)
49027,Millard,UT,163.6,147 - 169.4 (640)
49029,Morgan,UT,155.7,147 - 169.4 (640)
49031,Piute,UT,161,147 - 169.4 (640)
49033,Rich,UT,144.9,56.2 - 146.9 (641)
49035,Salt Lake,UT,152.9,147 - 169.4 (640)
49037,San Juan,UT,121.8,56.2 - 146.9 (641)
49039,Sanpete,UT,166.4,147 - 169.4 (640)
49041,Sevier,UT,192.8,190.4 - 220.8 (640)
49043,Summit,UT,145.4,56.2 - 146.9 (641)
49045,Tooele,UT,150.5,147 - 169.4 (640)
49047,Uintah,UT,136.2,56.2 - 146.9 (641)
49049,Utah,UT,165.2,147 - 169.4 (640)
49051,Wasatch,UT,151.5,147 - 169.4 (640)
49053,Washington,UT,103.4,56.2 - 146.9 (641)
49055,Wayne,UT,201.1,190.4 - 220.8 (640)
49057,Weber,UT,171.4,169.5 - 190.3 (639)
50001,Addison,VT,152.2,147 - 169.4 (640)
50003,Bennington,VT,163.7,147 - 169.4 (640)
50005,Caledonia,VT,164.7,147 - 169.4 (640)
50007,Chittenden,VT,125.8,56.2 - 146.9 (641)
50009,Essex,VT,147.3,147 - 169.4 (640)
50011,Franklin,VT,162.3,147 - 169.4 (640)
50013,Grand Isle,VT,147,147 - 169.4 (640)
50015,Lamoille,VT,140.1,56.2 - 146.9 (641)
50017,Orange,VT,156.3,147 - 169.4 (640)
50019,Orleans,VT,168.5,147 - 169.4 (640)
50021,Rutland,VT,159.5,147 - 169.4 (640)
50023,Washington,VT,161.4,147 - 169.4 (640)
50025,Windham,VT,152.9,147 - 169.4 (640)
50027,Windsor,VT,154.2,147 - 169.4 (640)
51001,Accomack,VA,206.3,190.4 - 220.8 (640)
51003,Albemarle,VA,108.7,56.2 - 146.9 (641)
51005,Alleghany,VA,187.6,169.5 - 190.3 (639)
51007,Amelia,VA,159.4,147 - 169.4 (640)
51009,Amherst,VA,162.4,147 - 169.4 (640)
51011,Appomattox,VA,211,190.4 - 220.8 (640)
51013,Arlington,VA,105,56.2 - 146.9 (641)
51015,Augusta,VA,148.3,147 - 169.4 (640)
51017,Bath,VA,189.8,169.5 - 190.3 (639)
51019,Bedford,VA,157.9,147 - 169.4 (640)
51021,Bland,VA,222.3,220.9 - 568.7 (640)
51023,Botetourt,VA,190.1,169.5 - 190.3 (639)
51025,Brunswick,VA,212.2,190.4 - 220.8 (640)
51027,Buchanan,VA,242.7,220.9 - 568.7 (640)
51029,Buckingham,VA,190.7,190.4 - 220.8 (640)
51031,Campbell,VA,193.6,190.4 - 220.8 (640)
51033,Caroline,VA,191.8,190.4 - 220.8 (640)
51035,Carroll,VA,185.4,169.5 - 190.3 (639)
51036,Charles City,VA,156.6,147 - 169.4 (640)
51037,Charlotte,VA,204.9,190.4 - 220.8 (640)
51041,Chesterfield,VA,147.2,147 - 169.4 (640)
