cnty_fips,County,State,Value,theme_range
13209,Montgomery,GA,256.8,220.9 - 568.7 (640)
13211,Morgan,GA,220.2,190.4 - 220.8 (640)
13213,Murray,GA,223.5,220.9 - 568.7 (640)
13215,Muscogee,GA,243.4,220.9 - 568.7 (640)
13217,Newton,GA,191.4,190.4 - 220.8 (640)
13219,Oconee,GA,144.3,56.2 - 146.9 (641)
13221,Oglethorpe,GA,156.1,147 - 169.4 (640)
13223,Paulding,GA,158.3,147 - 169.4 (640)
13225,Peach,GA,239.7,220.9 - 568.7 (640)
13227,Pickens,GA,186.2,169.5 - 190.3 (639)
13229,Pierce,GA,236.5,220.9 - 568.7 (640)
13231,Pike,GA,160.8,147 - 169.4 (640)
13233,Polk,GA,260.8,220.9 - 568.7 (640)
13235,Pulaski,GA,208.2,190.4 - 220.8 (640)
13237,Putnam,GA,195.3,190.4 - 220.8 (640)
13239,Quitman,GA,231.4,220.9 - 568.7 (640)
13241,Rabun,GA,161.4,147 - 169.4 (640)
13243,Randolph,GA,200.8,190.4 - 220.8 (640)
13245,Richmond,GA,215.6,190.4 - 220.8 (640)
13247,Rockdale,GA,147.6,147 - 169.4 (640)
13249,Schley,GA,220.3,190.4 - 220.8 (640)
13251,Screven,GA,209.3,190.4 - 220.8 (640)
13253,Seminole,GA,193.8,190.4 - 220.8 (640)
13255,Spalding,GA,203.4,190.4 - 220.8 (640)
13257,Stephens,GA,195.7,190.4 - 220.8 (640)
13259,Stewart,GA,188.9,169.5 - 190.3 (639)
13261,Sumter,GA,220.5,190.4 - 220.8 (640)
13263,Talbot,GA,223.2,220.9 - 568.7 (640)
13265,Taliaferro,GA,209.9,190.4 - 220.8 (640)
13267,Tattnall,GA,247.5,220.9 - 568.7 (640)
13269,Taylor,GA,221.9,220.9 - 568.7 (640)
13271,Telfair,GA,218.3,190.4 - 220.8 (640)
13273,Terrell,GA,198.8,190.4 - 220.8 (640)
13275,Thomas,GA,169.7,169.5 - 190.3 (639)
13277,Tift,GA,230.6,220.9 - 568.7 (640)
13279,Toombs,GA,248,220.9 - 568.7 (640)
13281,Towns,GA,147.1,147 - 169.4 (640)
13283,Treutlen,GA,199.7,190.4 - 220.8 (640)
13285,Troup,GA,203.2,190.4 - 220.8 (640)
13287,Turner,GA,242,220.9 - 568.7 (640)
13289,Twiggs,GA,294,220.9 - 568.7 (640)
13291,Union,GA,151.7,147 - 169.4 (640)
13293,Upson,GA,266.9,220.9 - 568.7 (640)
13295,Walker,GA,308.7,220.9 - 568.7 (640)
13297,Walton,GA,199,190.4 - 220.8 (640)
13299,Ware,GA,221.6,220.9 - 568.7 (640)
13301,Warren,GA,218.7,190.4 - 220.8 (640)
13303,Washington,GA,208.4,190.4 - 220.8 (640)
13305,Wayne,GA,246.6,220.9 - 568.7 (640)
13307,Webster,GA,215,190.4 - 220.8 (640)
13309,Wheeler,GA,216.9,190.4 - 220.8 (640)
13311,White,GA,145.7,56.2 - 146.9 (641)
13313,Whitfield,GA,165.3,147 - 169.4 (640)
13315,Wilcox,GA,239.5,220.9 - 568.7 (640)
13317,Wilkes,GA,228.4,220.9 - 568.7 (640)
13319,Wilkinson,GA,251.4,220.9 - 568.7 (640)
13321,Worth,GA,194.9,190.4 - 220.8 (640)
15001,Hawaii,HI,143.8,56.2 - 146.9 (641)
15003,Honolulu,HI,135.9,56.2 - 146.9 (641)
15005,Kalawao,HI,136.5,56.2 - 146.9 (641)
15007,Kauai,HI,134.8,56.2 - 146.9 (641)
15009,Maui,HI,137,56.2 - 146.9 (641)
16001,Ada,ID,141.6,56.2 - 146.9 (641)
16003,Adams,ID,159,147 - 169.4 (640)
16005,Bannock,ID,169.9,169.5 - 190.3 (639)
16007,Bear Lake,ID,124.4,56.2 - 146.9 (641)
16009,Benewah,ID,153.7,147 - 169.4 (640)
16011,Bingham,ID,176.7,169.5 - 190.3 (639)
16013,Blaine,ID,86.8,56.2 - 146.9 (641)
16015,Boise,ID,133.5,56.2 - 146.9 (641)
16017,Bonner,ID,142.9,56.2 - 146.9 (641)
16019,Bonneville,ID,152.8,147 - 169.4 (640)
16021,Boundary,ID,149.4,147 - 169.4 (640)
16023,Butte,ID,147.5,147 - 169.4 (640)
16025,Camas,ID,137.4,56.2 - 146.9 (641)
16027,Canyon,ID,160.8,147 - 169.4 (640)
16029,Caribou,ID,147.1,147 - 169.4 (640)
16031,Cassia,ID,143.9,56.2 - 146.9 (641)
16033,Clark,ID,144.8,56.2 - 146.9 (641)
16035,Clearwater,ID,150.4,147 - 169.4 (640)
16037,Custer,ID,143,56.2 - 146.9 (641)
16039,Elmore,ID,170.5,169.5 - 190.3 (639)
16041,Franklin,ID,136.8,56.2 - 146.9 (641)
16043,Fremont,ID,165.5,147 - 169.4 (640)
16045,Gem,ID,155.9,147 - 169.4 (640)
16047,Gooding,ID,173,169.5 - 190.3 (639)
16049,Idaho,ID,157.4,147 - 169.4 (640)
16051,Jefferson,ID,139.4,56.2 - 146.9 (641)
16053,Jerome,ID,165.6,147 - 169.4 (640)
16055,Kootenai,ID,134.8,56.2 - 146.9 (641)
16057,Latah,ID,139.8,56.2 - 146.9 (641)
16059,Lemhi,ID,135,56.2 - 146.9 (641)
16061,Lewis,ID,163.7,147 - 169.4 (640)
16063,Lincoln,ID,141.8,56.2 - 146.9 (641)
16065,Madison,ID,218.8,190.4 - 220.8 (640)
16067,Minidoka,ID,146.2,56.2 - 146.9 (641)
16069,Nez Perce,ID,156.9,147 - 169.4 (640)
16071,Oneida,ID,145,56.2 - 146.9 (641)
16073,Owyhee,ID,158.1,147 - 169.4 (640)
16075,Payette,ID,166.9,147 - 169.4 (640)
16077,Power,ID,186.6,169.5 - 190.3 (639)
16079,Shoshone,ID,176.6,169.5 - 190.3 (639)
16081,Teton,ID,137.6,56.2 - 146.9 (641)
16083,Twin Falls,ID,170.3,169.5 - 190.3 (639)
16085,Valley,ID,113,56.2 - 146.9 (641)
16087,Washington,ID,171.8,169.5 - 190.3 (639)
17001,Adams,IL,165.6,147 - 169.4 (640)
17003,Alexander,IL,217.3,190.4 - 220.8 (640)
17005,Bond,IL,189.9,169.5 - 190.3 (639)
17007,Boone,IL,170.5,169.5 - 190.3 (639)
17009,Brown,IL,169.6,169.5 - 190.3 (639)
17011,Bureau,IL,190,169.5 - 190.3 (639)
17013,Calhoun,IL,174.5,169.5 - 190.3 (639)
17015,Carroll,IL,181.1,169.5 - 190.3 (639)
17017,Cass,IL,205.4,190.4 - 220.8 (640)
17019,Champaign,IL,137.1,56.2 - 146.9 (641)
17021,Christian,IL,179,169.5 - 190.3 (639)
17023,Clark,IL,220.5,190.4 - 220.8 (640)
17025,Clay,IL,194.6,190.4 - 220.8 (640)
17027,Clinton,IL,193.7,190.4 - 220.8 (640)
17029,Coles,IL,202.9,190.4 - 220.8 (640)
17031,Cook,IL,177.3,169.5 - 190.3 (639)
17033,Crawford,IL,211,190.4 - 220.8 (640)
17035,Cumberland,IL,182.2,169.5 - 190.3 (639)
17037,DeKalb,IL,147.8,147 - 169.4 (640)
17039,De Witt,IL,171.3,169.5 - 190.3 (639)
17041,Douglas,IL,170.3,169.5 - 190.3 (639)
17043,DuPage,IL,132.3,56.2 - 146.9 (641)
17045,Edgar,IL,237,220.9 - 568.7 (640)
17047,Edwards,IL,188.2,169.5 - 190.3 (639)
17049,Effingham,IL,176.9,169.5 - 190.3 (639)
17051,Fayette,IL,166.4,147 - 169.4 (640)
17053,Ford,IL,201.8,190.4 - 220.8 (640)
17055,Franklin,IL,161.9,147 - 169.4 (640)
17057,Fulton,IL,179.9,169.5 - 190.3 (639)
17059,Gallatin,IL,205.6,190.4 - 220.8 (640)
17061,Greene,IL,194.3,190.4 - 220.8 (640)
17063,Grundy,IL,179.3,169.5 - 190.3 (639)
17065,Hamilton,IL,194,190.4 - 220.8 (640)
17067,Hancock,IL,177.1,169.5 - 190.3 (639)
17069,Hardin,IL,241.1,220.9 - 568.7 (640)
17071,Henderson,IL,193.5,190.4 - 220.8 (640)
17073,Henry,IL,184.1,169.5 - 190.3 (639)
17075,Iroquois,IL,196,190.4 - 220.8 (640)
17077,Jackson,IL,172.8,169.5 - 190.3 (639)
17079,Jasper,IL,193.9,190.4 - 220.8 (640)
17081,Jefferson,IL,186.5,169.5 - 190.3 (639)
17083,Jersey,IL,184.2,169.5 - 190.3 (639)
17085,Jo Daviess,IL,159,147 - 169.4 (640)
17087,Johnson,IL,159.7,147 - 169.4 (640)
17089,Kane,IL,128.6,56.2 - 146.9 (641)
17091,Kankakee,IL,196.3,190.4 - 220.8 (640)
17093,Kendall,IL,133.6,56.2 - 146.9 (641)
17095,Knox,IL,181,169.5 - 190.3 (639)
17097,Lake,IL,139,56.2 - 146.9 (641)
17099,La Salle,IL,207.1,190.4 - 220.8 (640)
17101,Lawrence,IL,197.2,190.4 - 220.8 (640)
17103,Lee,IL,191.4,190.4 - 220.8 (640)
17105,Livingston,IL,193.1,190.4 - 220.8 (640)
17107,Logan,IL,168.6,147 - 169.4 (640)
17109,McDonough,IL,186.4,169.5 - 190.3 (639)
17111,McHenry,IL,153.6,147 - 169.4 (640)
17113,McLean,IL,161.3,147 - 169.4 (640)
17115,Macon,IL,177.9,169.5 - 190.3 (639)
17117,Macoupin,IL,191.5,190.4 - 220.8 (640)
17119,Madison,IL,195.1,190.4 - 220.8 (640)
17121,Marion,IL,228,220.9 - 568.7 (640)
17123,Marshall,IL,189.3,169.5 - 190.3 (639)
17125,Mason,IL,177.6,169.5 - 190.3 (639)
17127,Massac,IL,220.8,190.4 - 220.8 (640)
17129,Menard,IL,145.7,56.2 - 146.9 (641)
17131,Mercer,IL,188.4,169.5 - 190.3 (639)
17133,Monroe,IL,165.5,147 - 169.4 (640)
17135,Montgomery,IL,181.8,169.5 - 190.3 (639)
17137,Morgan,IL,207.1,190.4 - 220.8 (640)
17139,Moultrie,IL,185.9,169.5 - 190.3 (639)
17141,Ogle,IL,157.1,147 - 169.4 (640)
17143,Peoria,IL,174.3,169.5 - 190.3 (639)
17145,Perry,IL,176.8,169.5 - 190.3 (639)
17147,Piatt,IL,165,147 - 169.4 (640)
17149,Pike,IL,165.3,147 - 169.4 (640)
17151,Pope,IL,184,169.5 - 190.3 (639)
17153,Pulaski,IL,251.3,220.9 - 568.7 (640)
17155,Putnam,IL,203.9,190.4 - 220.8 (640)
17157,Randolph,IL,181.1,169.5 - 190.3 (639)
17159,Richland,IL,198.9,190.4 - 220.8 (640)
17161,Rock Island,IL,194.7,190.4 - 220.8 (640)
17163,St. Clair,IL,181.4,169.5 - 190.3 (639)
17165,Saline,IL,202.5,190.4 - 220.8 (640)
17167,Sangamon,IL,174.5,169.5 - 190.3 (639)
17169,Schuyler,IL,178.9,169.5 - 190.3 (639)
17171,Scott,IL,190,169.5 - 190.3 (639)
17173,Shelby,IL,182.8,169.5 - 190.3 (639)
17175,Stark,IL,178.6,169.5 - 190.3 (639)
17177,Stephenson,IL,150.9,147 - 169.4 (640)
17179,Tazewell,IL,171.1,169.5 - 190.3 (639)
17181,Union,IL,177,169.5 - 190.3 (639)
17183,Vermilion,IL,241.4,220.9 - 568.7 (640)
17185,Wabash,IL,186,169.5 - 190.3 (639)
17187,Warren,IL,192.6,190.4 - 220.8 (640)
17189,Washington,IL,185.3,169.5 - 190.3 (639)
17191,Wayne,IL,205.2,190.4 - 220.8 (640)
17193,White,IL,191.7,190.4 - 220.8 (640)
17195,Whiteside,IL,175.9,169.5 - 190.3 (639)
17197,Will,IL,168.7,147 - 169.4 (640)
17199,Williamson,IL,164.1,147 - 169.4 (640)
17201,Winnebago,IL,180.9,169.5 - 190.3 (639)
17203,Woodford,IL,162.5,147 - 169.4 (640)
18001,Adams,IN,173.9,169.5 - 190.3 (639)
18003,Allen,IN,166.3,147 - 169.4 (640)
18005,Bartholomew,IN,187.9,169.5 - 190.3 (639)
18007,Benton,IN,223,220.9 - 568.7 (640)
18009,Blackford,IN,187,169.5 - 190.3 (639)
18011,Boone,IN,181.9,169.5 - 190.3 (639)
18013,Brown,IN,159.2,147 - 169.4 (640)
18015,Carroll,IN,173.8,169.5 - 190.3 (639)
18017,Cass,IN,180.5,169.5 - 190.3 (639)
18019,Clark,IN,198.9,190.4 - 220.8 (640)
18021,Clay,IN,224.3,220.9 - 568.7 (640)
18023,Clinton,IN,194.7,190.4 - 220.8 (640)
18025,Crawford,IN,194.1,190.4 - 220.8 (640)
18027,Daviess,IN,189.6,169.5 - 190.3 (639)
18029,Dearborn,IN,167.6,147 - 169.4 (640)
18031,Decatur,IN,193,190.4 - 220.8 (640)
18033,DeKalb,IN,180.5,169.5 - 190.3 (639)
18035,Delaware,IN,186.5,169.5 - 190.3 (639)
18037,Dubois,IN,176.8,169.5 - 190.3 (639)
18039,Elkhart,IN,181,169.5 - 190.3 (639)
18041,Fayette,IN,193.8,190.4 - 220.8 (640)
18043,Floyd,IN,204.4,190.4 - 220.8 (640)
18045,Fountain,IN,181.6,169.5 - 190.3 (639)
18047,Franklin,IN,172.9,169.5 - 190.3 (639)
18049,Fulton,IN,208.3,190.4 - 220.8 (640)
18051,Gibson,IN,171.7,169.5 - 190.3 (639)
18053,Grant,IN,200,190.4 - 220.8 (640)
18055,Greene,IN,202.4,190.4 - 220.8 (640)
18057,Hamilton,IN,128.1,56.2 - 146.9 (641)
18059,Hancock,IN,157.7,147 - 169.4 (640)
18061,Harrison,IN,177.3,169.5 - 190.3 (639)
18063,Hendricks,IN,164.9,147 - 169.4 (640)
18065,Henry,IN,173,169.5 - 190.3 (639)
18067,Howard,IN,224,220.9 - 568.7 (640)
18069,Huntington,IN,191.7,190.4 - 220.8 (640)
18071,Jackson,IN,162.4,147 - 169.4 (640)
18073,Jasper,IN,218.2,190.4 - 220.8 (640)
18075,Jay,IN,199.4,190.4 - 220.8 (640)
18077,Jefferson,IN,222.5,220.9 - 568.7 (640)
18079,Jennings,IN,204.6,190.4 - 220.8 (640)
18081,Johnson,IN,189.5,169.5 - 190.3 (639)
18083,Knox,IN,194.2,190.4 - 220.8 (640)
18085,Kosciusko,IN,174.4,169.5 - 190.3 (639)
18087,LaGrange,IN,177.1,169.5 - 190.3 (639)
18089,Lake,IN,184.3,169.5 - 190.3 (639)
18091,LaPorte,IN,216.8,190.4 - 220.8 (640)
18093,Lawrence,IN,224.6,220.9 - 568.7 (640)
18095,Madison,IN,183.4,169.5 - 190.3 (639)
18097,Marion,IN,187.5,169.5 - 190.3 (639)
18099,Marshall,IN,164,147 - 169.4 (640)
18101,Martin,IN,197.5,190.4 - 220.8 (640)
18103,Miami,IN,250.4,220.9 - 568.7 (640)
18105,Monroe,IN,142.1,56.2 - 146.9 (641)
18107,Montgomery,IN,197.8,190.4 - 220.8 (640)
18109,Morgan,IN,208.7,190.4 - 220.8 (640)
18111,Newton,IN,188.7,169.5 - 190.3 (639)
18113,Noble,IN,172.3,169.5 - 190.3 (639)
18115,Ohio,IN,166,147 - 169.4 (640)
18117,Orange,IN,196.9,190.4 - 220.8 (640)
18119,Owen,IN,199.3,190.4 - 220.8 (640)
18121,Parke,IN,205.6,190.4 - 220.8 (640)
18123,Perry,IN,197.5,190.4 - 220.8 (640)
18125,Pike,IN,176.2,169.5 - 190.3 (639)
18127,Porter,IN,159.6,147 - 169.4 (640)
18129,Posey,IN,178.5,169.5 - 190.3 (639)
18131,Pulaski,IN,234.1,220.9 - 568.7 (640)
18133,Putnam,IN,189.7,169.5 - 190.3 (639)
18135,Randolph,IN,182.7,169.5 - 190.3 (639)
18137,Ripley,IN,199.3,190.4 - 220.8 (640)
18139,Rush,IN,185.1,169.5 - 190.3 (639)
18141,St. Joseph,IN,174.3,169.5 - 190.3 (639)
18143,Scott,IN,209.9,190.4 - 220.8 (640)
18145,Shelby,IN,186.7,169.5 - 190.3 (639)
18147,Spencer,IN,163.1,147 - 169.4 (640)
18149,Starke,IN,252.3,220.9 - 568.7 (640)
18151,Steuben,IN,185.7,169.5 - 190.3 (639)
18153,Sullivan,IN,222.9,220.9 - 568.7 (640)
18155,Switzerland,IN,213.8,190.4 - 220.8 (640)
18157,Tippecanoe,IN,181.7,169.5 - 190.3 (639)
18159,Tipton,IN,173.4,169.5 - 190.3 (639)
18161,Union,IN,177.3,169.5 - 190.3 (639)
18163,Vanderburgh,IN,173.5,169.5 - 190.3 (639)
18165,Vermillion,IN,262.7,220.9 - 568.7 (640)
18167,Vigo,IN,226.7,220.9 - 568.7 (640)
18169,Wabash,IN,177.1,169.5 - 190.3 (639)
18171,Warren,IN,158.8,147 - 169.4 (640)
18173,Warrick,IN,149.7,147 - 169.4 (640)
18175,Washington,IN,206,190.4 - 220.8 (640)
18177,Wayne,IN,198.3,190.4 - 220.8 (640)
18179,Wells,IN,166.5,147 - 169.4 (640)
18181,White,IN,184.8,169.5 - 190.3 (639)
18183,Whitley,IN,169.4,147 - 169.4 (640)
19001,Adair,IA,170.6,169.5 - 190.3 (639)
19003,Adams,IA,200.7,190.4 - 220.8 (640)
19005,Allamakee,IA,158.6,147 - 169.4 (640)
19007,Appanoose,IA,211.7,190.4 - 220.8 (640)
19009,Audubon,IA,166.2,147 - 169.4 (640)
19011,Benton,IA,155.3,147 - 169.4 (640)
19013,Black Hawk,IA,154.2,147 - 169.4 (640)
19015,Boone,IA,160.2,147 - 169.4 (640)
19017,Bremer,IA,149.7,147 - 169.4 (640)
19019,Buchanan,IA,165.3,147 - 169.4 (640)
19021,Buena Vista,IA,163.5,147 - 169.4 (640)
19023,Butler,IA,175,169.5 - 190.3 (639)
19025,Calhoun,IA,185.1,169.5 - 190.3 (639)
19027,Carroll,IA,164.9,147 - 169.4 (640)
19029,Cass,IA,185.6,169.5 - 190.3 (639)
19031,Cedar,IA,138.7,56.2 - 146.9 (641)
19033,Cerro Gordo,IA,170.2,169.5 - 190.3 (639)
19035,Cherokee,IA,140.9,56.2 - 146.9 (641)
19037,Chickasaw,IA,169,147 - 169.4 (640)
19039,Clarke,IA,178.1,169.5 - 190.3 (639)
19041,Clay,IA,152.9,147 - 169.4 (640)
19043,Clayton,IA,156.5,147 - 169.4 (640)
19045,Clinton,IA,205.4,190.4 - 220.8 (640)
19047,Crawford,IA,155.3,147 - 169.4 (640)
19049,Dallas,IA,127.3,56.2 - 146.9 (641)
19051,Davis,IA,184.9,169.5 - 190.3 (639)
19053,Decatur,IA,199.5,190.4 - 220.8 (640)
19055,Delaware,IA,158.3,147 - 169.4 (640)
19057,Des Moines,IA,199.3,190.4 - 220.8 (640)
19059,Dickinson,IA,149,147 - 169.4 (640)
19061,Dubuque,IA,162.4,147 - 169.4 (640)
19063,Emmet,IA,151.2,147 - 169.4 (640)
19065,Fayette,IA,166.1,147 - 169.4 (640)
19067,Floyd,IA,175.6,169.5 - 190.3 (639)
19069,Franklin,IA,167,147 - 169.4 (640)
19071,Fremont,IA,161.5,147 - 169.4 (640)
19073,Greene,IA,174.2,169.5 - 190.3 (639)
19075,Grundy,IA,153.8,147 - 169.4 (640)
19077,Guthrie,IA,153.8,147 - 169.4 (640)
19079,Hamilton,IA,144.7,56.2 - 146.9 (641)
19081,Hancock,IA,164.7,147 - 169.4 (640)
19083,Hardin,IA,170.7,169.5 - 190.3 (639)
19085,Harrison,IA,155.7,147 - 169.4 (640)
19087,Henry,IA,196.1,190.4 - 220.8 (640)
19089,Howard,IA,176.3,169.5 - 190.3 (639)
19091,Humboldt,IA,241.7,220.9 - 568.7 (640)
19093,Ida,IA,130,56.2 - 146.9 (641)
19095,Iowa,IA,151.9,147 - 169.4 (640)
19097,Jackson,IA,190,169.5 - 190.3 (639)
19099,Jasper,IA,153.1,147 - 169.4 (640)
19101,Jefferson,IA,182.6,169.5 - 190.3 (639)
19103,Johnson,IA,145.5,56.2 - 146.9 (641)
19105,Jones,IA,161.1,147 - 169.4 (640)
19107,Keokuk,IA,181.1,169.5 - 190.3 (639)
19109,Kossuth,IA,168,147 - 169.4 (640)
19111,Lee,IA,226.8,220.9 - 568.7 (640)
19113,Linn,IA,151.7,147 - 169.4 (640)
19115,Louisa,IA,163.8,147 - 169.4 (640)
19117,Lucas,IA,193.5,190.4 - 220.8 (640)
19119,Lyon,IA,145.2,56.2 - 146.9 (641)
19121,Madison,IA,149.9,147 - 169.4 (640)
19123,Mahaska,IA,153.3,147 - 169.4 (640)
19125,Marion,IA,194.7,190.4 - 220.8 (640)
19127,Marshall,IA,172.2,169.5 - 190.3 (639)
19129,Mills,IA,144.7,56.2 - 146.9 (641)
19131,Mitchell,IA,160.7,147 - 169.4 (640)
19133,Monona,IA,201.8,190.4 - 220.8 (640)
19135,Monroe,IA,196.5,190.4 - 220.8 (640)
19137,Montgomery,IA,183.2,169.5 - 190.3 (639)
19139,Muscatine,IA,165.3,147 - 169.4 (640)
19141,O'Brien,IA,136.4,56.2 - 146.9 (641)
19143,Osceola,IA,139.5,56.2 - 146.9 (641)
19145,Page,IA,176.4,169.5 - 190.3 (639)
19147,Palo Alto,IA,172.1,169.5 - 190.3 (639)
19149,Plymouth,IA,136.2,56.2 - 146.9 (641)
19151,Pocahontas,IA,173.7,169.5 - 190.3 (639)
19153,Polk,IA,152.6,147 - 169.4 (640)
19155,Pottawattamie,IA,159,147 - 169.4 (640)
19157,Poweshiek,IA,161.9,147 - 169.4 (640)
19159,Ringgold,IA,199.9,190.4 - 220.8 (640)
19161,Sac,IA,160.8,147 - 169.4 (640)
19163,Scott,IA,142.3,56.2 - 146.9 (641)
19165,Shelby,IA,164.9,147 - 169.4 (640)
19167,Sioux,IA,118.4,56.2 - 146.9 (641)
19169,Story,IA,125.3,56.2 - 146.9 (641)
19171,Tama,IA,157.1,147 - 169.4 (640)
19173,Taylor,IA,199.1,190.4 - 220.8 (640)
19175,Union,IA,244.1,220.9 - 568.7 (640)
19177,Van Buren,IA,196.7,190.4 - 220.8 (640)
19179,Wapello,IA,209.9,190.4 - 220.8 (640)
19181,Warren,IA,153.9,147 - 169.4 (640)
19183,Washington,IA,161.6,147 - 169.4 (640)
19185,Wayne,IA,193.8,190.4 - 220.8 (640)
19187,Webster,IA,218.2,190.4 - 220.8 (640)
19189,Winnebago,IA,150,147 - 169.4 (640)
19191,Winneshiek,IA,137.5,56.2 - 146.9 (641)
19193,Woodbury,IA,144.1,56.2 - 146.9 (641)
19195,Worth,IA,152,147 - 169.4 (640)
19197,Wright,IA,165.4,147 - 169.4 (640)
20001,Allen,KS,189.5,169.5 - 190.3 (639)
20003,Anderson,KS,183.9,169.5 - 190.3 (639)
20005,Atchison,KS,162,147 - 169.4 (640)
20007,Barber,KS,233.3,220.9 - 568.7 (640)
20009,Barton,KS,155.9,147 - 169.4 (640)
20011,Bourbon,KS,181.2,169.5 - 190.3 (639)
20013,Brown,KS,157.7,147 - 169.4 (640)
20015,Butler,KS,176.5,169.5 - 190.3 (639)
20017,Chase,KS,172.5,169.5 - 190.3 (639)
20019,Chautauqua,KS,206.4,190.4 - 220.8 (640)
20021,Cherokee,KS,236.7,220.9 - 568.7 (640)
20023,Cheyenne,KS,143.1,56.2 - 146.9 (641)
20025,Clark,KS,189.1,169.5 - 190.3 (639)
20027,Clay,KS,137,56.2 - 146.9 (641)
20029,Cloud,KS,169.3,147 - 169.4 (640)
20031,Coffey,KS,177.9,169.5 - 190.3 (639)
20033,Comanche,KS,240.4,220.9 - 568.7 (640)
20035,Cowley,KS,199.4,190.4 - 220.8 (640)
20037,Crawford,KS,203.3,190.4 - 220.8 (640)
20039,Decatur,KS,164.2,147 - 169.4 (640)
20041,Dickinson,KS,165.3,147 - 169.4 (640)
20043,Doniphan,KS,176.2,169.5 - 190.3 (639)
20045,Douglas,KS,138.6,56.2 - 146.9 (641)
20047,Edwards,KS,163.3,147 - 169.4 (640)
20049,Elk,KS,198.1,190.4 - 220.8 (640)
20051,Ellis,KS,155.5,147 - 169.4 (640)
20053,Ellsworth,KS,169.5,169.5 - 190.3 (639)
20055,Finney,KS,135.4,56.2 - 146.9 (641)
20057,Ford,KS,165,147 - 169.4 (640)
20059,Franklin,KS,156.8,147 - 169.4 (640)
20061,Geary,KS,183.4,169.5 - 190.3 (639)
20063,Gove,KS,162.3,147 - 169.4 (640)
20065,Graham,KS,175,169.5 - 190.3 (639)
20067,Grant,KS,147.6,147 - 169.4 (640)
20069,Gray,KS,147.7,147 - 169.4 (640)
20071,Greeley,KS,132.2,56.2 - 146.9 (641)
20073,Greenwood,KS,179.8,169.5 - 190.3 (639)
20075,Hamilton,KS,165.4,147 - 169.4 (640)
20077,Harper,KS,151.3,147 - 169.4 (640)
20079,Harvey,KS,158,147 - 169.4 (640)
20081,Haskell,KS,138.7,56.2 - 146.9 (641)
20083,Hodgeman,KS,145.3,56.2 - 146.9 (641)
20085,Jackson,KS,165.9,147 - 169.4 (640)
20087,Jefferson,KS,165.9,147 - 169.4 (640)
20089,Jewell,KS,181.6,169.5 - 190.3 (639)
20091,Johnson,KS,110.4,56.2 - 146.9 (641)
20093,Kearny,KS,140.7,56.2 - 146.9 (641)
20095,Kingman,KS,169.3,147 - 169.4 (640)
20097,Kiowa,KS,164.5,147 - 169.4 (640)
20099,Labette,KS,194.5,190.4 - 220.8 (640)
20101,Lane,KS,126.5,56.2 - 146.9 (641)
20103,Leavenworth,KS,151.9,147 - 169.4 (640)
20105,Lincoln,KS,147.6,147 - 169.4 (640)
20107,Linn,KS,185.7,169.5 - 190.3 (639)
20109,Logan,KS,167.9,147 - 169.4 (640)
20111,Lyon,KS,170.2,169.5 - 190.3 (639)
20113,McPherson,KS,151.9,147 - 169.4 (640)
20115,Marion,KS,155.6,147 - 169.4 (640)
20117,Marshall,KS,144.8,56.2 - 146.9 (641)
20119,Meade,KS,158,147 - 169.4 (640)
20121,Miami,KS,192.4,190.4 - 220.8 (640)
20123,Mitchell,KS,167.8,147 - 169.4 (640)
20125,Montgomery,KS,206.3,190.4 - 220.8 (640)
20127,Morris,KS,170.5,169.5 - 190.3 (639)
20129,Morton,KS,191.5,190.4 - 220.8 (640)
20131,Nemaha,KS,157.3,147 - 169.4 (640)
20133,Neosho,KS,194.5,190.4 - 220.8 (640)
20135,Ness,KS,140.5,56.2 - 146.9 (641)
20137,Norton,KS,188.9,169.5 - 190.3 (639)
20139,Osage,KS,164.8,147 - 169.4 (640)
20141,Osborne,KS,166.6,147 - 169.4 (640)
20143,Ottawa,KS,158.2,147 - 169.4 (640)
20145,Pawnee,KS,149.2,147 - 169.4 (640)
20147,Phillips,KS,176.7,169.5 - 190.3 (639)
20149,Pottawatomie,KS,157.5,147 - 169.4 (640)
20151,Pratt,KS,177.8,169.5 - 190.3 (639)
20153,Rawlins,KS,162.1,147 - 169.4 (640)
20155,Reno,KS,159.1,147 - 169.4 (640)
20157,Republic,KS,168.1,147 - 169.4 (640)
20159,Rice,KS,175.4,169.5 - 190.3 (639)
20161,Riley,KS,116.8,56.2 - 146.9 (641)
20163,Rooks,KS,160.9,147 - 169.4 (640)
20165,Rush,KS,151.6,147 - 169.4 (640)
20167,Russell,KS,157.2,147 - 169.4 (640)
20169,Saline,KS,148.7,147 - 169.4 (640)
20171,Scott,KS,131.1,56.2 - 146.9 (641)
20173,Sedgwick,KS,170.7,169.5 - 190.3 (639)
20175,Seward,KS,145.5,56.2 - 146.9 (641)
20177,Shawnee,KS,164.8,147 - 169.4 (640)
20179,Sheridan,KS,174.5,169.5 - 190.3 (639)
20181,Sherman,KS,164,147 - 169.4 (640)
20183,Smith,KS,183.7,169.5 - 190.3 (639)
20185,Stafford,KS,153.8,147 - 169.4 (640)
20187,Stanton,KS,143.6,56.2 - 146.9 (641)
20189,Stevens,KS,170,169.5 - 190.3 (639)
20191,Sumner,KS,168.5,147 - 169.4 (640)
20193,Thomas,KS,165.9,147 - 169.4 (640)
20195,Trego,KS,153.2,147 - 169.4 (640)
